   9.6912438e-01	  -2.8270510e+00	   1.0422002e+00	
   1.8579584e+00	  -3.5431884e+00	   1.1722870e+00	
   2.0604584e+00	  -2.9247150e+00	   7.1520866e-01	
   1.1699056e+00	  -2.2524957e+00	   1.0373598e+00	
   1.7596624e+00	   1.0188246e+00	  -4.8252830e+00	
   1.5629984e+00	   1.0658693e+00	  -4.4700083e+00	
   1.5365415e+00	   1.5436247e+00	  -5.3031504e+00	
   6.8048518e-01	   1.2643283e+00	  -3.7405941e+00	
   8.8311778e-01	   1.6269493e+00	  -4.3618190e+00	
   2.7628975e-01	   1.1011200e+00	  -3.6866686e+00	
   1.1627929e+00	   1.0040427e+00	  -4.2991039e+00	
  -1.3173895e-01	   3.3276126e-01	  -3.0253025e+00	
   3.0903442e+00	   1.5032019e+00	  -5.5626007e+00	
   1.4355798e+00	   6.3620167e-01	  -4.1192663e+00	
   1.1648852e+00	   7.4534712e-01	  -4.0565679e+00	
   1.5135367e+00	   1.0629076e+00	  -4.9139893e+00	
   8.8912281e-01	   1.4490661e+00	  -4.6363452e+00	
   6.5052616e-01	   8.0530731e-01	  -4.0329347e+00	
   1.0797191e+00	   1.1105495e+00	  -3.9698317e+00	
   1.2480713e+00	   1.3012974e+00	  -4.5739354e+00	
   3.6581179e-01	   8.2393907e-01	  -3.3148270e+00	
   4.7843174e-02	   8.4266589e-01	  -3.6419462e+00	
   2.7912016e+00	   1.2930542e+00	  -5.6531586e+00	
   6.6318567e-01	   1.4465140e+00	  -3.8618767e+00	
